permutacion,f1_macro_nulo
1069,0.25155377276171453
1070,0.2543950089318435
1071,0.2533975865799155
1072,0.24905886276447442
1073,0.24410982157237301
1074,0.24438708839102585
1075,0.25147296632495997
1076,0.24001161735160567
1077,0.25343307855460157
1078,0.24720114101606033
1079,0.24980523443596353
1080,0.24445045645076474
1081,0.25633221506705783
1082,0.2418435410035758
1083,0.24784401671427617
1084,0.2484510884982667
1085,0.24325786859727494
1086,0.2521743374778224
1087,0.24886304473766713
1088,0.25286500640474585
1089,0.24961198273681595
1090,0.24587259359734842
1091,0.24887035713730313
1092,0.24660753129887103
1093,0.245115058123726
1094,0.248654218901618
1095,0.24965504831128615
1096,0.24693266231455013
1097,0.2525545333437268
1098,0.24547977940201676
1099,0.24794524202927687
1100,0.2492227803777476
1101,0.24908356558113293
1102,0.24924467198522068
1103,0.25289473878871066
1104,0.2479115764396686
1105,0.2432407904844474
1106,0.24964639678374592
1107,0.2502182034417057
1108,0.24466338632624912
1109,0.2544358348858584
1110,0.24711924396915264
1111,0.25036942320038746
1112,0.24972078867077777
1113,0.24434083326184136
1114,0.2544722485433082
1115,0.256503520388444
1116,0.2472119398128107
1117,0.24944829555995324
1118,0.24617107535899635
1119,0.2509831852809425
1120,0.2539306293837002
1121,0.2566179280288877
1122,0.2426219551394638
1123,0.24428674619345486
1124,0.25290263428930676
1125,0.24929412651672406
1126,0.24536611379634726
1127,0.24857828474740573
1128,0.24463993687557323
1129,0.24981148952451854
1130,0.24663461189271244
1131,0.249516326620855
1132,0.2478580320143872
1133,0.2504293772063012
1134,0.24337539545304632
1135,0.2460501421396145
1136,0.24285097756743268
1137,0.24718746945263312
1138,0.25097223154897264
1139,0.24601071626515525
1140,0.24948458985923774
1141,0.25810729900145724
1142,0.2501254897376785
1143,0.23894469433743468
1144,0.25194014419100985
1145,0.24958567476262072
1146,0.2492187054697272
1147,0.25156758784563144
1148,0.25172537336474027
1149,0.2524136394855256
1150,0.254205846198084
1151,0.25306530095133956
1152,0.24697423987686434
1153,0.24671198138098463
1154,0.2509494148988764
1155,0.24986131812659013
1156,0.2495587166779222
1157,0.25192729488165067
1158,0.24718720841518294
1159,0.2558844440070421
1160,0.25805342988904195
1161,0.2502717445954173
1162,0.2427277995496233
1163,0.2420063119266346
1164,0.24815026934288253
1165,0.25209098224430326
1166,0.24805632985045112
1167,0.24876508095601424
1168,0.25757490800569643
1169,0.25073175213578786
1170,0.24787297224573984
1171,0.24703302568616592
1172,0.2445084702370496
1173,0.25675673859011244
1174,0.24865303084073398
1175,0.24659346894177828
1176,0.24924006306021645
1177,0.24283757143700857
1178,0.2509266484798315
1179,0.2566803062954286
1180,0.2596349185964917
1181,0.24949250049907878
1182,0.2469343540164279
1183,0.249369391696673
1184,0.24427251497417038
1185,0.24932329596345854
1186,0.24806762522691256
1187,0.24971664330277848
1188,0.24441634753307895
1189,0.25199294427815644
1190,0.2503571849019199
1191,0.2441485123106428
1192,0.24455242833977672
1193,0.24947620079951285
1194,0.25699329821628614
